YFQHQSTKXQ,MIub05358,PNSR93988,15,1.0
XQAWRHVPNG,EGjj98932,MPSS31863,34,1.0
LFMDPNKBDM,FPpr76550,PMTS79820,141,1.0
FGQTXGAIGQ,CMaw61226,MMTS13178,78,1.0
NHHNMCUSUA,CUql61467,NOQR68851,422,1.0
NTGSZRDSBV,QZaf35034,MNQR54540,276,1.0
RNUMRYPBMG,FVzt09210,NMRQ57953,89,1.0
MSTMHCFCJH,BZdc98596,MNTR98376,348,1.0
UDEDWONKQF,FSju06672,NPTT80058,86,1.0
CDCLWFCOBG,FUtk70962,OOQT68347,83,1.0
QAEOANBEQH,JJjk21929,OORS36121,405,1.0
BYWWTLXBGW,FDbm74414,MORR95991,219,1.0
UTZZLUCGUT,QUew05055,OPTS08971,383,1.0
TUKXOUBXQG,IVxz01480,PMQR17694,9,1.0
FUEQIUQHBP,IMcc85258,MPTQ10168,312,1.0
GJAIJECCTY,XPcd87096,MOSQ85801,482,1.0
HVYTJRETNG,PCsd56376,MOSR74012,343,1.0
MXWISSUHUI,ZYkh78524,PORS29770,159,1.0
HSXARVXQKP,BSdx59962,NPTR67341,310,1.0
CBMAYBLDZQ,ZGai28691,NPQS60362,378,1.0
GZJBQDQHLL,HGyh19780,MNRR99664,369,1.0
HWCIKDQRHY,TWdr64744,NMQR35844,328,1.0
EZOPFYPGMM,IKvm46761,NMRR64950,382,1.0
KDYRFFRCLD,IOri71549,MMRQ13321,479,1.0
QJGJBFAIYR,ZFsj94648,OOSS81608,443,1.0
QKYGZRRCHT,QGeq65495,NPQS05923,188,1.0
FPCSXMDRBF,YQel89413,OPRQ17023,268,1.0
IPGTBOTEYX,QUlt87578,PMQS38760,437,1.0
CIHXWKJFHP,COcq57255,PMSR91616,429,1.0
UQQGSIRJOU,MHfe47020,PNRS91463,157,1.0
JDGIORKVCF,PEay62403,MPRT38519,375,1.0
RCWTHUQVES,ROiv53879,NMSS92713,232,1.0
LCOWZDCZAZ,RMmd66178,MPTQ57261,169,1.0
XXIVPYLDPB,QXmd12938,NMSR03241,221,1.0
VVVVSPWPJU,AChs28699,PPTR63932,358,1.0
PGHXUDVYHC,YUkj91686,PMRT41417,301,1.0
YHXLVKPPCE,HPpw03892,POTQ12497,131,1.0
ZEHWTULOED,YWub11231,PNST31691,152,1.0
KHQYXZCVNY,SIkh19143,OMRS68698,411,1.0
FXUWDHHFDD,URkx29672,MMST60763,344,1.0
ETRGODSHWQ,QGyt71880,MNTS50116,210,1.0
ZUCXKNDHEK,OBnf57186,OOSR35002,191,1.0
HZHGDICNGC,DUby40354,MMQS25445,216,1.0
MWYSPDMAXF,FPgc50270,ONRQ99266,4,1.0
SWETPTIJNK,TXqq29111,MPRR38940,315,1.0
WBTHUYLFOU,MFyi05043,NOSQ83718,110,1.0
KGRJEVHGDZ,QAap32009,NNRR63520,57,1.0
GEGVKYWSIM,FRoo80558,PORT44009,352,1.0
UMZWAJLYWR,YJwt20261,OMQT03998,379,1.0
XVWCXIEWJA,QDdl81513,NPTR03656,112,1.0
NSMPSHIQEK,BIeo75144,OPQQ86305,224,1.0
LJXBSHCILG,OPco07830,MNTR60645,200,1.0
CWFPDZYOUQ,KBaw70698,MPQQ56819,193,1.0
CJYOBKGLFA,OLnr26676,MPTQ41979,428,1.0
YKQFXOHAIS,NJzw59130,PMRQ11626,256,1.0
BVKJIERZPR,JRat47872,MMST46117,226,1.0
GQAHBLMSZR,XHkc42280,MNSQ91011,130,1.0
VUJVAFFNNZ,BIwx83884,NPTR02735,298,1.0
IIZQEPFXUI,MUoh25057,MNQS96971,314,1.0
DSJCYKQGMI,PMuz98864,PPTT69105,426,1.0
HMKPGBQLQG,FArp77585,NOSR36283,249,1.0
MICQXOVIXR,INul99353,PNSR80801,179,1.0
ZEARKQBQXE,KFad59835,NMRR64252,160,1.0
UDCYDUVQKE,FVhy27690,MNTT84791,222,1.0
NYPZYHUJCP,BSws14267,PNSQ74574,136,1.0
VIGHRGUXIR,LXab46927,PPTR34371,399,1.0
UQXVTLJYOB,JGrr06663,NPRR63090,451,1.0
GYKYWTVFAW,OYnw21928,MOQQ79464,492,1.0
MCBOUJLDBT,BLpy99210,PPTS16373,500,1.0
WIJCFDXIYW,KBmj95005,PNTR44894,176,1.0
TTFJMXTCQY,TNwk14687,MMQR14428,61,1.0
QXHIIBOZXL,ZGbz13730,POTQ80736,470,1.0
XTGMBBBIXP,KSzh89481,OPTR60652,329,1.0
UGLZSZHLWR,LBph04973,NPSR09787,484,1.0
RYZNSUGJGZ,FPds68196,PNST85478,251,1.0
ATXAGHJMQB,OIbr44414,NNTQ42410,158,1.0
BHDHCXXVKU,ZSjm48934,PMRT37367,444,1.0
RNZOJKKDFQ,FWzo17514,NMSR69036,360,1.0
DTMTIHBANW,LZsg45518,NOSR41126,42,1.0
WBKKVNZRWA,LQby30592,NPQS53399,6,1.0
ZMGHODISWB,THkn77957,NORT06084,381,1.0
JIIBUQWQTF,IRnr49320,NNQS95108,118,1.0
VQZHFMBLPK,AAbu39709,NMTS34520,345,1.0
DLGOGVDHIN,UJkh22436,ONQS97879,414,1.0
KMMOIPUVAX,OUme76510,MMQQ20518,19,1.0
RGWNNNXJMF,KUlv23205,MPQS08954,229,1.0
MVMSRBAKNX,EZdh77341,OMRT51980,36,1.0
CEKJLZEMVW,MXyv49541,NNRQ98031,483,1.0
GQCRMHFMHN,IXut09787,MPTR49877,349,1.0
ATVTROWFUN,VDry86325,NORS03414,392,1.0
NDOHGIZMOU,DVqz06025,OOTR31165,498,1.0
IRXRVEATUA,AQnc31308,MPSR48517,466,1.0
AMTJZGVHEB,TQfq93073,PMSR67395,247,1.0
ASYCYIYZCQ,KKbb28109,MPRS03474,421,1.0
XLMKBIXIST,SFkb29046,MNQQ66170,335,1.0
OMEIJVXQJG,FAcb19905,OOQT85820,231,1.0
VRQEKKHWMX,YCsz97847,NMSR17126,296,1.0
HSQQNQFYUP,ZAcg34900,ONRR80769,469,1.0
AXISNLTOGC,TWrm35418,NMQR95003,175,1.0
GUTICQKTJQ,AFxq10556,ONTS33493,410,1.0
FGWMQXLWNB,WLxb49202,OORR99626,122,1.0
AVSYKIOVCR,AGvn88746,NOSS71940,10,1.0
MFDGHDBWYG,QApn00587,OPSR55426,68,1.0
IATZGPIAJG,VYxn93793,MNTR02156,162,1.0
HJMWFQKGMB,EUaq71915,NNTT38328,278,1.0
NQGKXSBCVF,EXpn82268,MPSQ25930,319,1.0
MLAADFXVUL,ENbw84861,NPRR20413,173,1.0
DIRVUSCYFG,HCow58502,MPRT17485,14,1.0
PWIUMNJOQY,VCxr28468,OORT27189,480,1.0
VYPCEIBLUS,TGqb88553,PNRR17803,241,1.0
YRMVTEJFCK,ZXhw53559,NMRQ03531,245,1.0
HSXTYYTVNM,ZSuc77382,OPTQ96909,58,1.0
NUXNSAPHUA,YZya10274,NPSR54263,225,1.0
VJKQBMYCVK,RFco88602,NPQQ14128,56,1.0
YEVCEIAEMR,CWho98637,MNTT45280,80,1.0
JZBWOMYEJR,DUap52951,NNRQ97946,313,1.0
XDAFHMQMYE,EVla64895,PNQS44327,255,1.0
FSMLCTHNTS,ULri92254,MNQT46913,334,1.0
FWACINTMRC,JIua59837,NOQS79070,31,1.0
MSIFCZJZNF,NBwi20084,OPRR92417,304,1.0
DKPRNSWNEJ,SWlg57706,PPQR66806,398,1.0
RAXGYDCWTC,HKfm69883,MPTT80254,282,1.0
UKMEJYCIVE,YMbu85245,MPSS66708,409,1.0
TTMONUXLVU,HKmc25592,PNTR24312,201,1.0
DDFOSGAIKS,HMsi73171,MMRR81137,302,1.0
MKWSOUAIBY,HDtm98604,PMRR38341,206,1.0
DXIPCDEOQG,TUgk83087,OPQT56001,227,1.0
QNMBBAMGQD,IAyx89466,PMRQ68193,153,1.0
OPMLPROZMR,QMlf91788,MNSS87765,476,1.0
GSRGLGXUZI,IKvz37772,POTS62046,198,1.0
KMAOVRBHVI,UByu29218,MOQT10220,288,1.0
VWRDRZROBK,GKsp84179,OOTS37836,38,1.0
HXVTOEGMIV,OFxk86030,NPQR01963,186,1.0
ZDGVUTSWMT,AZjo34026,OMQT20376,460,1.0
IFCZUILBBA,OXkb63381,MPTT76512,133,1.0
FARMKMXXWL,IWkm27483,PNQT11191,40,1.0
HSWXDOJHIC,WZxo42812,NNTS45862,393,1.0
BXURYDQCTW,ORtl86959,MOQQ28332,371,1.0
PNLCNJIRFR,EJhl35083,MPTS32356,325,1.0
TGWHTODCQA,CVab88573,OMSS17145,391,1.0
TSJTNYBZWO,YHcj48015,MNQS92968,354,1.0
BTOUEWNURZ,YVtf39134,OMQS54240,261,1.0
HLEESOTSOZ,DNgs63104,OPRT41273,380,1.0
ZPPUSCBGLC,UYtl79133,MPQQ30104,253,1.0
UJBKSICKKG,LRbk38875,NMSS06699,22,1.0
YYUSQQCYEI,AFry05785,MMQR24025,5,1.0
PULHEVGFBB,EUtj48962,PMTQ82121,464,1.0
HTFGKVHETN,OSri15343,POST47086,235,1.0
JYELIAPHQV,OUmf65655,ONSS67879,75,1.0
LZOKDZHYAS,SAkx44287,PNTR60917,481,1.0
QARMBNQMDW,LCan63653,MMRT21150,297,1.0
MDPOHYKGZM,LKrh64178,MPTR44768,257,1.0
ITRLSZZCJX,EKot98776,OPRR11190,134,1.0
ACZMKTPIOW,QEek35471,NNTQ46726,12,1.0
PSYBXJDOWX,MJcb17102,POSQ64555,459,1.0
UYSSQUJBVQ,STkg98771,PPRR33298,431,1.0
AOFSDBXQDU,FZtg48516,NORS78671,55,1.0
AKFDQMYWSQ,KTtg34087,NOQS51658,74,1.0
XWOJRHHLSU,UGcq70752,NNRS91117,453,1.0
GGJLJFYNYP,QPju25363,MMQR09922,338,1.0
RBEFGPDMWO,YQtw12491,MNQQ07206,163,1.0
IXHPZALCAX,ISrr59971,OOQS74522,47,1.0
CXGMKUGLXV,SBla12308,NNST69691,144,1.0
RPLDEPFHGR,NHcn03979,OMTQ07651,66,1.0
TJRWWMBRCX,RAym25572,NNST15204,275,1.0
KQOJCBYNAU,EVbz14054,NNSQ81190,323,1.0
VPGOJTYRLK,BGxs22637,PNST97770,287,1.0
ZVWCQYWODM,BIyr60915,NPRS69561,13,1.0
WDUDAXUAPV,CRfr39597,MNTQ06503,359,1.0
EKUGEHGMMT,WUhi10235,NNSS09740,477,1.0
VUOSEJVWTX,GJqs83003,MOQQ22505,37,1.0
KOICAJKLMH,RWzh02969,NOTT66819,355,1.0
GZIABTRJIW,EFtj90408,NNSQ05506,407,1.0
LABTPFBTOW,BBme73008,ONTS10737,30,1.0
YFXKEBVAAE,LStn90024,NMQR44377,123,1.0
SEUDKJNKLU,ZRpz13819,MNSR09374,46,1.0
OPQBVQGTFB,ERet54799,MPQQ22851,194,1.0
JYIXZWFQQS,ILjb73783,PPRS31580,215,1.0
UJUIDCRNSC,ZYfc51970,OPQT77424,79,1.0
XEQWBBRSCW,PHzs83794,MNTQ56931,271,1.0
IVRBWHRYSP,YTei21024,MNSR11582,283,1.0
MVZTSBXGWD,LQrc39201,NPTS47007,132,1.0
YMWMPQACAD,EUut64476,PPQS65750,494,1.0
GLOBGAIYXR,BXlj94019,PMRS44871,420,1.0
CZKBSJQKBN,VEke97846,MOSR66351,452,1.0
FQUMVDKTVF,EZna85600,OMRQ33367,181,1.0
DIRZVECKCL,BSwv30373,OMSR26118,119,1.0
GVZQXMNEJY,JKrb88942,NPSR45253,93,1.0
EFUTGAQWXI,NHsc31242,OPQQ99361,475,1.0
MJBGPOAKXH,EGoc92734,NORT53432,192,1.0
CUPMBEDUEV,LXwe16238,OORR92921,300,1.0
HDLVFIQXCN,DHbp44951,ONQS16860,332,1.0
UHGABPOHGO,CZmm99671,MMQS99995,357,1.0
OZOFNHHKPC,TJvd85792,NOQT16982,388,1.0
DLGLWSLZKC,MZqo59634,MPTT46952,81,1.0
XWAQJCQDVM,PDgk51000,PPSR38817,293,1.0
FUXTSEMCLC,QVxa41386,PNRR94907,353,1.0
ORWQASVDBN,KSje60383,NPQQ45720,265,1.0
WFXPVSFDAM,ZBvd41115,NMTS71943,365,1.0
ZRJQAZBTSS,EXfl75101,PMRT69310,397,1.0
DZONQKGSEI,LOeo89781,MNTS85020,105,1.0
LUZMUWSVDH,LUgo27359,PPSR69512,168,1.0
GEVDRPACLF,PSas16920,NOQS51118,183,1.0
RMHHKFHSJX,HXeg25628,PNTS64229,185,1.0
CHTXAXANUD,JRmj49601,NMTS30311,370,1.0
BTGOBHYNWZ,BZuq54256,OOTR54094,434,1.0
XUMBJNOANR,ZMcd92520,NORT42064,92,1.0
GGIGLRZLFY,KShm52007,PPSR90602,269,1.0
SZLTXDIDMI,XMxo22096,ONQQ57265,204,1.0
ZOOSYZNEER,DKji38558,NOQS04535,137,1.0
KLJCPXVZGD,BJzd70743,NPTR99230,324,1.0
KJJBVFDUST,YXbh61973,OORR85752,164,1.0
HZMEGLWJFC,CFqs37634,MMTQ52538,488,1.0
UOLRKNKPQI,VZsu28738,NPRR87224,284,1.0
MCEVHFZTVX,EJmx68626,NMQQ05256,248,1.0
PQFNDCWVST,ZEos30809,NNRS86976,377,1.0
RFWZOLIHZX,VLwp60706,ONQS36422,148,1.0
LQFMMHKIJF,IKrh12171,OMTT57714,127,1.0
UBYRCBRXUZ,YZqs45169,OPTT60561,190,1.0
LKGSEPRQWD,QCfo01523,NMQR83978,433,1.0
MAVIHEIZQB,PBpd14983,MOTR97109,25,1.0
JKVQGKSBBK,AZdo58064,NNQS69408,406,1.0
NTZYZBPLBI,WCqj02468,MPQT46620,146,1.0
JEYTMGJZZG,KVke85520,POQR22309,211,1.0
ROJDNVSDLD,XTah10932,OMQQ84852,124,1.0
SUCQCTIELX,KSaq34693,NMTR35080,361,1.0
TZIQZAKIDI,LCqv03660,MORT30446,156,1.0
BEVNTLESQH,PSuh77218,NMRS69896,401,1.0
NYVKKUWMOW,OFyb49768,NMTT39620,467,1.0
EYENYLVSLL,KNqq68893,NNRS46858,486,1.0
TVATJNRDWQ,JGnr53166,MPTT17632,139,1.0
LOJQDWMEIY,APht48164,NPTQ23891,424,1.0
IZPNRLAMLG,UXqa55955,OORQ23511,26,1.0
KTFQFPTTKN,AQcd84427,MOQR09647,71,1.0
JXXQBQWWRO,ZFcw73105,MMRS89970,155,1.0
FRSUNUYGPD,ZKyi33103,NOSR24572,196,1.0
AOPPWHPAWU,WRpe69101,OOQQ23863,27,1.0
QXFDLFFREQ,ZLte37166,OORS41509,385,1.0
HWMVSAJFIW,GOkp82788,NNRQ99582,400,1.0
UINEBIFVWJ,RRfr14741,MOTQ17824,48,1.0
JANLLNLWIR,LNue91014,OPTT00792,11,1.0
RVIRTJTVOL,WRwj26566,NPQR09877,121,1.0
RJLIBMHRBK,HUoe26330,PMSQ65985,140,1.0
WCAFSPIRNS,GBds22540,PORS82195,21,1.0
QUNRBHMEMU,HAtk73283,MNRT42225,239,1.0
BIRABZKBMP,RWsk19096,OMTS56580,236,1.0
DUKZIARNZC,HFym58933,PMRR00975,495,1.0
FWNTWBGISH,UOtc92751,NMTT14135,2,1.0
JVDVXTFAGG,PYwd29305,NPQQ79849,462,1.0
MZYRPYXDWF,FUhk37864,PMTR99935,120,1.0
OOVYXKCLWM,PUeb47822,POQR41971,418,1.0
FSGOSGCZKL,KPmt23830,POTQ52406,339,1.0
UEOJIJEFPR,UNnj02564,PPSR03378,368,1.0
WLPSAJSAOK,ZPzk26513,ONRT24880,238,1.0
PMWTCPBFIN,NWtj96804,NMRR44366,244,1.0
DIZMERJXLG,HSnq48578,MPQQ74666,346,1.0
JWYLWIOHRC,QQbm23811,ONQS53105,208,1.0
HKDJNIDWWN,VPqu30521,NMRQ50564,84,1.0
BXSIUPDYRT,SVzg49612,OORQ04974,142,1.0
VGJWKDUTED,IQis37668,OMQT91009,266,1.0
GNXOOEJTSS,ADxh71170,MNRQ35885,170,1.0
QDUBJXHZSB,PBdj81537,ONQQ77717,294,1.0
ZRJRLEVSXU,IFvd03889,PNQQ03897,39,1.0
RMJCCVLVTI,WWnm18146,MNRQ62230,149,1.0
XVYENUCURA,ORkh63344,MNQQ71768,33,1.0
OFVDZGBUFW,WJrm47051,NMTS72471,425,1.0
DHTERPLZOD,ZWau35844,PMQT04179,280,1.0
QEOEHSSHCS,ZAuy25159,PPRT72464,285,1.0
MFEXMYQZGN,VNox26735,NPQR06947,307,1.0
VGHWQOGFVW,DSiw44633,NPSS82578,318,1.0
DUDKNZGXRN,ZBln02553,MNSQ68225,274,1.0
XAWYBKWJJW,XLgy17775,NMRT54462,17,1.0
GBYRYNDZWM,KLjv16645,MPQQ57588,295,1.0
XMKLRCGFKC,PFvs10678,OPQQ10514,317,1.0
FOEAVHAFYH,ERcf65813,POQS97041,292,1.0
TSEPZYAXCZ,LWut54361,OOSS36620,114,1.0
QFFSVEYJLQ,ZFcz88323,PPTR20438,305,1.0
SNJFPBKWKM,IUwj02042,NPRS67770,209,1.0
PJTJMOXYCO,GGug04133,POTR97214,491,1.0
DDJPCXQZAL,YXmm09977,POTS48533,73,1.0
FJSROWZPKJ,EMqd50952,OOSS45201,436,1.0
GENYHRQGKV,HLyu76378,NNSR21869,389,1.0
KGAGNGQYCJ,JLtn03877,PNRT75758,423,1.0
WWFUBAKXFU,POyb50782,MNTT81006,456,1.0
YXGFWKOZGI,CEst36838,OORS75742,76,1.0
KCELBZZACW,TPec06302,OMSQ81966,64,1.0
GZVSNDYUEB,BUew24388,MNQS88006,417,1.0
SOKFLZYTTU,OMce35865,POTQ68657,390,1.0
WTFDMFOKJW,MOrz54511,MPTR49452,267,1.0
YHLBIDIZAD,YEqb65995,OORS73042,435,1.0
HBNTMIPDKA,YMcm66152,POSQ54784,195,1.0
HOCEEFURRH,NBds33269,NPRT03748,212,1.0
MRHCKXEUPG,MPbr23797,OOST89810,441,1.0
WEEGHPNOUE,ZMin03210,MORR80645,455,1.0
OMYCUXOOTG,VOlf03671,MMRS23418,260,1.0
JFFTXDAEYF,AKfx73615,POSR31763,50,1.0
PVDINHTLMH,QHig71047,OPRQ80257,311,1.0
LLXBVLHANY,AQst48714,OPQT39621,331,1.0
RGVYTNWEGH,YUvy74507,MOSS52438,41,1.0
KNQYTCKHYH,VFou46307,MOQT45687,367,1.0
OFGPJMAXBO,CLlm45425,OPRQ06699,88,1.0
LUKKRHWSWJ,ZEqy26709,OMRQ53116,341,1.0
OSYRLRWOUS,WUio38282,NMQT60109,286,1.0
QPFPUCAHWO,HCla65692,OMQQ48202,98,1.0
DLPBSKMKGE,OKwq20669,PMQT29450,419,1.0
NQZGSNEAOJ,WIll06342,OOQT81783,20,1.0
TAAKUETYTB,XNlg34325,POQQ29082,18,1.0
QLCCRGVXVE,JVkt07768,NNQS11427,52,1.0
YSUGHATPUN,VSoh79858,PPSQ00282,490,1.0
OCNQFEHTCT,VWhz03813,MPQS70666,109,1.0
WCJPJHRYKH,ECvs43683,PORS55581,103,1.0
GDWCCKONBU,UAxr78229,NNSQ26336,447,1.0
ZNUMFHPPSP,WPri02693,NNTR68615,463,1.0
XPKYBWVIBR,PMyl51497,POTR42599,51,1.0
WOYYCLOBFP,HOhq18482,NNST82761,8,1.0
GMLSOGPDER,QKwd68687,MPQQ06800,306,1.0
WXSQQAJZTH,DPmv81878,NOTT52890,468,1.0
BPWECQSXDQ,WGuq63933,MNRQ79974,262,1.0
LIBBTELXLK,GCob78712,OMQR61167,87,1.0
VXJIPYCLCO,LYoe01724,MPSS81385,439,1.0
MCBREOZAID,FQyt18074,MMRS59672,117,1.0
RAUWNBKIDU,TXxb98855,PPTS28095,351,1.0
LDRJEUOGRD,ZBkt26868,MORT04401,184,1.0
OZYZRXWZOI,MGma71901,NORT96186,35,1.0
RRCNQUSJNL,TNsy62790,ONQQ57747,308,1.0
OHXAWKYVVR,AIpn59498,OPQT41223,202,1.0
PUPHUAVWVX,PUgt51159,MPSR77534,104,1.0
DQQYSRDABX,DGor84726,PPQR35640,440,1.0
POCWMGRBMD,ZSbj46726,MPQS64369,499,1.0
DDJMNXLCYF,LCqk72287,PPSR03854,91,1.0
RGKOMQSIUA,RGlx10155,PPRT39832,213,1.0
YMZBKLPDRL,VEow27581,MNRQ56959,151,1.0
WHZIRXBYLN,GIux12858,NOTS08585,362,1.0
KHWNVVCCJP,RNfk61423,MOTQ35545,125,1.0
MLSRSZCSBX,FYcg57044,ONQR92141,454,1.0
DORSDCKVER,JVbx32945,PPRQ74755,485,1.0
JHYTSQYYFQ,MNsw81365,ONRT04761,316,1.0
LTBIUNKYGF,SVrf65026,OORR22353,320,1.0
EHERXXGAMT,XKmr17129,PMSR94903,178,1.0
PXTFRGPAOD,IUnm17132,MNQQ61807,197,1.0
LDERNQKNFN,TBjm64182,MPQS95432,272,1.0
ITRIVNVZNQ,LUhy67748,NNST43844,402,1.0
XBXZBNXGLC,WBwy89180,NOQR90788,187,1.0
HPJIYXZHRL,ALgi98210,PMST46371,337,1.0
ERZVCWERQJ,OMkd72973,MPQQ43303,289,1.0
JYIHQRZKEG,QDza12899,NORQ66247,333,1.0
NUDUPNITEL,JNei50925,NPTS27333,457,1.0
SKGWXOPOET,MAgs23292,ONTR04334,330,1.0
CXWJFMNOLX,JYpf99535,PNSQ83212,291,1.0
OXTKWOCFEU,BOpv06777,NORQ09366,489,1.0
RVSLIAGOBC,YXto57920,NNTS27061,165,1.0
EKQWWOKASD,ZXxd40982,PPTT87030,336,1.0
LIHJFHCZBO,ZVpn38455,OMTQ76889,180,1.0
GPGHJEOBNG,PSne70760,OMQS72703,77,1.0
WKRNPAUOOT,MCcl08106,POTQ96566,102,1.0
JVOFCLQIZJ,ITko88392,NOST91893,23,1.0
CGHVHUQWOI,FZug78510,OOQS33543,115,1.0
TUSHARXUCO,DPcp26942,OORR45613,106,1.0
IZIOKEWXWI,PCos34685,PPST31153,242,1.0
JCORZEVZUH,UYxz85504,OMRT28435,237,1.0
CFEOPDRRFI,SOja85273,MPQS58261,154,1.0
JWDNSWPUEE,JAnk31019,OMTQ34274,322,1.0
RUSLWYBOFT,OEcb73737,NPTT46587,472,1.0
CVYMCFIJLV,JGes79611,ONSQ59006,416,1.0
OTVGPYGOTR,VWof59801,POQT73875,174,1.0
TFPFDNLARB,WGtq84097,PMQT70180,28,1.0
SLOKEWWSTX,UVqj77920,NMSQ73150,342,1.0
DWDXVMEUKV,PEcg06728,NOSR34636,24,1.0
